network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,encryption_used_AES,encryption_used_DES,encryption_used_None,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
706,7,477.2487279,0.38853464,3,0,1,0,0,1,1,0,0,1,0,0,0,0
725,4,95.81670367,0.115872124,2,0,1,0,1,0,1,0,0,1,0,0,0,0
281,4,289.3678011,0.25298894,0,1,0,0,1,0,0,0,1,1,0,0,0,0
417,1,58.84724913,0.028649816,3,0,1,0,1,0,1,0,0,0,0,1,0,0
278,3,541.5545231,0.023411391,0,0,0,0,1,0,0,0,1,0,0,1,0,0
457,2,281.5582898,0.167109049,2,0,0,0,1,0,1,0,0,0,0,1,0,0
438,5,713.8807744,0.400487315,3,0,1,0,1,0,1,0,0,1,0,0,0,0
655,7,487.7012441,0.551583384,2,0,1,0,0,1,1,0,0,0,1,0,0,0
762,6,223.6156766,0.247029534,0,0,0,0,1,0,0,0,1,1,0,0,0,0
779,4,86.90621857,0.124453634,2,0,0,0,1,0,0,1,0,1,0,0,0,0
387,3,1119.719923,0.425268698,1,0,0,1,0,0,1,0,0,1,0,0,0,0
458,3,802.2037432,0.331483098,2,0,0,0,1,0,0,1,0,1,0,0,0,0
163,5,26.78751481,0.433630497,1,0,0,0,1,0,1,0,0,1,0,0,0,0
338,7,3634.925988,0.493127079,2,1,1,0,1,0,0,1,0,0,0,0,1,0
692,3,822.8741706,0.215730732,1,0,0,0,1,0,1,0,0,0,1,0,0,0
823,6,185.7280493,0.612744626,2,0,1,0,1,0,0,0,1,0,0,1,0,0
253,4,1468.553402,0.067132604,1,0,0,0,1,0,0,1,0,0,1,0,0,0
381,5,1710.339675,0.465226786,4,0,1,0,1,0,0,0,1,1,0,0,0,0
494,4,682.0621601,0.433139829,3,0,1,0,1,0,0,1,0,1,0,0,0,0
556,3,1734.248963,0.291132213,1,0,0,0,1,0,0,1,0,0,1,0,0,0
338,8,23.68457573,0.056490839,2,0,1,0,0,1,0,1,0,1,0,0,0,0
584,5,2322.766247,0.190845497,2,0,0,0,1,0,0,1,0,0,1,0,0,0
405,8,47.12395303,0.534987818,2,1,1,0,0,1,1,0,0,0,1,0,0,0
497,3,822.6499606,0.021906192,2,0,0,0,1,0,0,1,0,0,0,0,1,0
609,6,339.5894679,0.304003755,1,0,0,0,1,0,0,1,0,1,0,0,0,0
501,5,32.08476029,0.733579607,0,0,1,0,0,1,1,0,0,1,0,0,0,0
412,4,2119.315464,0.257852548,0,0,0,0,1,0,1,0,0,1,0,0,0,0
478,5,116.3514692,0.276305016,2,0,0,0,1,0,1,0,0,1,0,0,0,0
482,3,1537.91844,0.283714575,1,0,0,0,1,0,0,1,0,1,0,0,0,0
425,1,320.7941104,0.423256836,2,0,0,0,1,0,1,0,0,0,1,0,0,0
448,5,1081.248506,0.581731735,0,0,1,0,0,1,1,0,0,1,0,0,0,0
819,3,234.66055,0.126124241,2,0,0,0,0,1,1,0,0,1,0,0,0,0
612,6,700.5681736,0.711025206,0,1,1,0,1,0,1,0,0,1,0,0,0,0
440,5,1285.767546,0.55527188,2,1,0,0,1,0,1,0,0,0,1,0,0,0
639,1,668.1001491,0.5489343,1,0,1,0,1,0,0,0,1,0,1,0,0,0
433,6,292.8638695,0.400979465,1,0,0,1,0,0,1,0,0,1,0,0,0,0
734,1,212.6693925,0.192649095,0,0,0,0,0,1,0,1,0,0,1,0,0,0
573,9,153.7090241,0.435456524,1,0,1,0,0,1,0,0,1,1,0,0,0,0
478,6,1460.149706,0.361308624,2,1,0,0,1,0,0,0,1,0,1,0,0,0
589,4,755.2227624,0.163567131,2,0,0,0,0,1,0,1,0,1,0,0,0,0
185,2,568.5243268,0.180302099,4,1,1,0,1,0,0,0,1,1,0,0,0,0
274,3,229.6985124,0.087665591,2,0,0,0,1,0,1,0,0,1,0,0,0,0
261,4,454.9802713,0.353469417,2,0,0,0,0,1,0,1,0,1,0,0,0,0
528,6,774.1994601,0.346222508,2,0,0,0,1,0,0,0,1,1,0,0,0,0
846,2,59.67682063,0.152232381,2,0,0,1,0,0,1,0,0,0,0,1,0,0
946,2,357.9238524,0.499457265,3,1,1,0,1,0,1,0,0,0,0,1,0,0
627,3,219.0271753,0.265732667,3,1,1,0,0,1,0,1,0,0,0,0,1,0
600,4,831.9311697,0.175063466,2,0,1,0,1,0,1,0,0,0,0,0,0,1
139,1,745.6698914,0.43213893,2,0,0,0,1,0,1,0,0,1,0,0,0,0
391,3,284.6722278,0.38447491,2,0,0,0,1,0,0,0,1,1,0,0,0,0
342,3,34.0176862,0.296740259,0,0,0,0,1,0,1,0,0,0,1,0,0,0
375,2,161.5096154,0.489042389,1,0,0,0,1,0,1,0,0,1,0,0,0,0
466,7,139.5418315,0.372879505,1,0,1,0,1,0,0,0,1,1,0,0,0,0
405,2,672.194336,0.425025715,0,0,0,0,1,0,1,0,0,1,0,0,0,0
104,8,148.3810203,0.33384295,1,0,1,0,1,0,0,0,1,0,0,0,0,1
649,5,526.7405734,0.488662489,2,0,0,0,1,0,1,0,0,1,0,0,0,0
285,7,762.631115,0.237907575,2,0,1,0,1,0,0,0,1,0,0,1,0,0
547,1,1693.319945,0.176565074,1,0,0,0,0,1,0,0,1,1,0,0,0,0
914,2,224.8592301,0.301906509,3,0,1,0,0,1,1,0,0,1,0,0,0,0
316,4,164.5503686,0.103565614,1,0,0,0,1,0,0,0,1,0,1,0,0,0
64,4,152.2060508,0.540626246,1,0,1,0,1,0,0,1,0,0,0,1,0,0
442,8,357.5664991,0.374487915,0,0,1,0,0,1,1,0,0,0,1,0,0,0
720,1,837.9883866,0.636394807,3,0,1,0,1,0,0,1,0,1,0,0,0,0
891,2,891.4578476,0.061330784,4,0,1,0,1,0,1,0,0,0,0,1,0,0
254,3,189.5525369,0.193008605,3,0,1,0,1,0,0,0,1,0,0,1,0,0
599,5,112.5446673,0.059209256,1,0,1,0,1,0,1,0,0,0,0,0,0,1
406,5,476.3489026,0.214047679,0,0,0,0,1,0,1,0,0,1,0,0,0,0
478,2,121.7672493,0.264754635,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1028,3,1340.978342,0.079292382,3,0,1,0,1,0,1,0,0,0,0,1,0,0
199,7,70.08759883,0.367349568,4,0,1,0,1,0,0,1,0,0,0,1,0,0
550,4,1115.762322,0.587908109,0,0,0,0,1,0,1,0,0,0,0,1,0,0
593,8,34.86724066,0.205809208,0,1,1,0,1,0,0,1,0,1,0,0,0,0
717,4,1315.986234,0.44014881,2,0,0,0,1,0,1,0,0,1,0,0,0,0
519,3,789.2668632,0.558713986,1,0,0,0,1,0,0,0,1,1,0,0,0,0
561,5,311.3267569,0.51786796,1,0,0,0,0,1,0,1,0,1,0,0,0,0
421,7,416.0525385,0.583803439,0,0,1,0,1,0,1,0,0,0,1,0,0,0
553,5,895.7475821,0.263553452,1,0,0,0,1,0,1,0,0,1,0,0,0,0
431,3,164.2705534,0.126479625,1,0,1,0,1,0,0,1,0,0,1,0,0,0
624,5,1768.155475,0.61996741,2,0,1,0,1,0,1,0,0,1,0,0,0,0
426,3,527.5952954,0.302506656,0,0,0,0,1,0,0,0,1,1,0,0,0,0
575,6,1142.158201,0.298284357,2,0,0,0,1,0,1,0,0,1,0,0,0,0
494,1,565.3037715,0.257938082,2,0,0,0,0,1,0,0,1,0,1,0,0,0
725,6,481.5917303,0.271398982,3,1,1,0,1,0,0,1,0,0,1,0,0,0
489,4,507.3225451,0.481120145,0,1,0,0,0,1,1,0,0,1,0,0,0,0
145,1,360.9451367,0.612106903,2,1,1,0,1,0,0,0,1,1,0,0,0,0
752,1,1055.669143,0.278722264,2,1,1,1,0,0,0,0,1,1,0,0,0,0
318,3,1497.434449,0.394243253,0,0,0,0,0,1,0,1,0,1,0,0,0,0
369,4,1541.495387,0.277444499,2,0,0,1,0,0,1,0,0,1,0,0,0,0
380,4,103.3089339,0.078183778,0,0,1,0,1,0,1,0,0,0,0,0,0,1
774,5,1146.265813,0.177765495,2,0,0,0,1,0,0,1,0,1,0,0,0,0
72,3,178.469462,0.072238435,1,1,0,0,0,1,1,0,0,1,0,0,0,0
1127,8,9.802486949,0.051297385,0,0,1,0,0,1,0,1,0,1,0,0,0,0
711,5,257.7735814,0.358971491,1,0,0,1,0,0,0,1,0,1,0,0,0,0
544,8,277.2310177,0.210970965,2,0,1,0,1,0,0,1,0,0,0,0,1,0
489,4,1327.697265,0.61709391,1,0,1,0,0,1,0,1,0,0,0,1,0,0
557,3,1085.066385,0.074037701,1,0,0,0,1,0,1,0,0,1,0,0,0,0
604,3,70.78923295,0.182461499,1,0,0,0,1,0,1,0,0,1,0,0,0,0
629,4,315.5742103,0.357364255,3,0,1,0,1,0,0,1,0,0,0,1,0,0
611,3,231.533364,0.299869937,2,0,0,0,1,0,1,0,0,0,0,0,0,1
517,5,723.9942115,0.520730335,1,0,0,0,0,1,1,0,0,1,0,0,0,0
460,2,623.8568813,0.193297428,1,0,0,0,1,0,1,0,0,1,0,0,0,0
469,4,908.8340472,0.418600808,2,0,1,0,1,0,1,0,0,0,1,0,0,0
461,6,1932.870329,0.425998023,4,0,1,0,1,0,0,1,0,1,0,0,0,0
726,2,437.2638816,0.163216818,1,0,0,0,1,0,0,1,0,1,0,0,0,0
618,4,853.514198,0.632094073,3,0,1,0,1,0,1,0,0,1,0,0,0,0
64,5,2004.275182,0.071738788,2,0,0,0,1,0,0,1,0,0,0,1,0,0
631,7,624.1511392,0.096822745,2,0,1,0,1,0,1,0,0,1,0,0,0,0
538,2,294.8603571,0.454322653,2,0,0,0,0,1,0,1,0,1,0,0,0,0
496,4,412.5367472,0.341766485,2,0,0,1,0,0,0,0,1,1,0,0,0,0
422,3,1123.937119,0.206281419,1,0,0,0,1,0,1,0,0,1,0,0,0,0
724,3,1018.404422,0.274739718,2,0,0,0,1,0,1,0,0,1,0,0,0,0
689,7,1103.980777,0.334469182,1,0,1,0,1,0,0,1,0,1,0,0,0,0
345,8,1087.868062,0.304716539,3,0,1,0,0,1,0,0,1,0,0,1,0,0
581,2,2025.185115,0.23268268,3,0,1,0,1,0,1,0,0,1,0,0,0,0
305,10,1155.156223,0.304755559,1,1,1,0,1,0,1,0,0,1,0,0,0,0
224,4,1547.232381,0.310509821,1,0,0,0,1,0,0,0,1,1,0,0,0,0
374,6,682.1114282,0.285869394,1,0,1,1,0,0,1,0,0,1,0,0,0,0
672,3,826.64487,0.45039741,2,0,0,0,1,0,1,0,0,1,0,0,0,0
690,2,2746.632913,0.069617588,1,0,0,0,1,0,0,1,0,0,0,1,0,0
602,3,1634.030353,0.150202678,1,0,0,1,0,0,1,0,0,1,0,0,0,0
645,6,1201.760194,0.307659481,0,1,0,0,1,0,0,1,0,1,0,0,0,0
603,3,925.4542092,0.454912336,1,0,1,0,0,1,0,1,0,0,0,1,0,0
371,6,355.1796202,0.516056158,3,0,1,0,1,0,0,0,1,1,0,0,0,0
586,4,635.4807469,0.098177919,2,0,1,1,0,0,1,0,0,0,0,1,0,0
660,1,45.36480789,0.06533315,0,1,0,0,1,0,0,1,0,1,0,0,0,0
650,6,430.5118937,0.288722643,0,1,1,0,0,1,0,1,0,0,0,1,0,0
737,4,94.93351688,0.343916599,3,0,1,0,1,0,0,0,1,0,1,0,0,0
641,1,1043.445773,0.392112475,2,0,0,0,0,1,1,0,0,0,0,1,0,0
570,2,1782.855576,0.148351657,1,0,0,0,1,0,0,1,0,0,1,0,0,0
714,6,153.0087916,0.071144609,4,0,1,0,1,0,0,1,0,0,1,0,0,0
494,4,225.554467,0.342918378,4,0,1,0,0,1,0,1,0,1,0,0,0,0
323,6,1555.821911,0.437288092,5,0,1,0,1,0,0,0,1,1,0,0,0,0
467,3,705.1872111,0.440901493,1,0,0,0,1,0,0,1,0,0,0,1,0,0
351,3,709.9855411,0.159756748,2,0,1,0,1,0,0,1,0,0,0,1,0,0
364,4,662.0313644,0.259715523,2,0,0,0,0,1,0,1,0,0,0,1,0,0
471,2,196.9872381,0.066643293,2,0,0,0,1,0,1,0,0,0,1,0,0,0
341,3,223.033912,0.32688417,1,0,0,0,0,1,1,0,0,1,0,0,0,0
438,1,2390.895949,0.130629098,1,0,0,0,1,0,1,0,0,0,0,1,0,0
121,3,1028.349212,0.095122362,1,0,0,0,1,0,0,1,0,0,0,1,0,0
542,4,75.83060144,0.171710671,2,0,0,0,1,0,1,0,0,0,0,1,0,0
500,1,201.7883899,0.670831888,1,0,1,0,1,0,0,1,0,0,0,0,1,0
336,3,789.1892925,0.060230441,2,0,1,0,1,0,1,0,0,1,0,0,0,0
631,1,266.6629795,0.118654606,2,0,1,0,1,0,0,1,0,0,1,0,0,0
687,4,231.9970316,0.357286617,2,0,0,0,1,0,1,0,0,0,1,0,0,0
178,4,180.8662865,0.162389582,3,0,1,1,0,0,1,0,0,1,0,0,0,0
347,8,164.3675366,0.124903613,0,0,1,0,1,0,1,0,0,0,0,1,0,0
346,5,760.148134,0.177547138,1,1,0,0,1,0,0,0,1,0,0,1,0,0
312,5,1890.282826,0.735229382,1,0,1,0,1,0,1,0,0,1,0,0,0,0
665,3,358.4457546,0.492079902,2,0,0,0,1,0,1,0,0,1,0,0,0,0
461,5,103.6393299,0.347672953,1,0,1,0,1,0,0,0,1,1,0,0,0,0
447,5,106.1847695,0.540837676,3,0,1,0,1,0,1,0,0,1,0,0,0,0
99,2,2170.728091,0.338104646,1,0,1,0,0,1,0,1,0,0,0,0,0,1
627,3,601.86858,0.194122977,1,0,0,0,1,0,0,0,1,1,0,0,0,0
252,3,502.3153978,0.622074296,2,0,1,0,1,0,0,1,0,0,0,1,0,0
511,5,1771.229041,0.257009655,0,1,0,0,1,0,0,1,0,1,0,0,0,0
555,3,565.9801704,0.199086645,2,0,0,0,1,0,1,0,0,1,0,0,0,0
772,4,524.0630785,0.369644058,2,0,0,0,1,0,0,1,0,0,0,1,0,0
238,4,2090.037853,0.36235652,1,0,0,0,1,0,0,0,1,0,0,1,0,0
64,4,514.6618438,0.497078475,1,0,0,0,1,0,0,0,1,0,0,1,0,0
536,5,396.6984787,0.176092658,2,0,1,0,1,0,0,1,0,1,0,0,0,0
860,3,697.172701,0.217286095,2,0,0,0,0,1,1,0,0,0,1,0,0,0
747,3,3025.90293,0.506618068,2,0,0,0,1,0,0,0,1,1,0,0,0,0
541,5,2655.599011,0.188569512,2,0,0,0,1,0,1,0,0,0,0,0,1,0
401,7,1195.46509,0.251920005,1,1,1,0,1,0,1,0,0,0,0,1,0,0
661,7,553.367946,0.156004861,0,0,1,0,1,0,1,0,0,0,1,0,0,0
305,4,1706.015388,0.411678333,1,0,0,0,1,0,1,0,0,1,0,0,0,0
595,2,434.9311284,0.332707864,2,0,0,0,1,0,0,1,0,0,0,1,0,0
601,5,817.6389384,0.271698056,2,1,0,0,0,1,1,0,0,1,0,0,0,0
712,5,158.2017694,0.576681898,3,0,1,0,1,0,1,0,0,0,1,0,0,0
1051,4,866.0832379,0.197759294,1,0,0,0,1,0,1,0,0,0,1,0,0,0
578,4,258.4881521,0.361999636,2,0,0,0,1,0,1,0,0,1,0,0,0,0
398,5,1181.861458,0.389755768,0,0,0,0,1,0,0,1,0,1,0,0,0,0
494,4,427.6032211,0.387092775,1,0,1,0,1,0,0,1,0,1,0,0,0,0
146,1,406.5430165,0.31706372,0,0,0,0,1,0,0,1,0,0,1,0,0,0
361,4,1098.158244,0.189657404,1,0,0,0,1,0,0,1,0,1,0,0,0,0
418,3,443.1516375,0.592171703,2,0,0,0,1,0,1,0,0,0,0,0,1,0
395,6,1001.470517,0.503941996,3,0,1,0,1,0,0,1,0,1,0,0,0,0
530,4,1545.179024,0.821066689,3,0,1,0,0,1,0,1,0,0,0,0,0,1
335,5,117.7599727,0.112055916,0,0,0,0,1,0,1,0,0,1,0,0,0,0
724,4,521.6395011,0.104998888,2,0,1,0,1,0,1,0,0,1,0,0,0,0
500,2,2319.05187,0.158200416,2,0,0,0,0,1,1,0,0,1,0,0,0,0
498,3,1337.82316,0.201311273,2,0,0,0,0,1,1,0,0,0,0,0,0,1
434,3,2907.884798,0.26255448,1,0,0,0,0,1,1,0,0,1,0,0,0,0
531,5,1574.65484,0.664979019,1,0,1,0,1,0,1,0,0,0,1,0,0,0
665,9,297.1058471,0.39029829,0,0,1,0,0,1,1,0,0,1,0,0,0,0
326,4,157.934456,0.454134844,1,0,0,0,1,0,1,0,0,1,0,0,0,0
368,5,189.1267178,0.385407127,1,0,0,0,1,0,1,0,0,0,1,0,0,0
439,6,195.5884834,0.71500606,2,0,1,0,1,0,1,0,0,1,0,0,0,0
230,6,63.00636886,0.422807494,2,0,0,0,0,1,0,1,0,0,0,1,0,0
336,6,1898.363927,0.332642245,1,0,0,0,1,0,1,0,0,1,0,0,0,0
404,4,558.6059153,0.160206424,1,0,0,0,1,0,0,0,1,0,1,0,0,0
674,11,85.41916484,0.504611971,3,0,1,0,1,0,0,0,1,0,0,1,0,0
552,6,1150.547258,0.233160961,0,0,0,0,1,0,0,1,0,0,0,1,0,0
538,3,315.1938173,0.494235774,0,0,0,0,0,1,1,0,0,0,1,0,0,0
670,1,58.94953231,0.46663835,0,0,0,0,1,0,0,0,1,1,0,0,0,0
472,8,168.3364243,0.186346607,1,0,1,0,1,0,1,0,0,1,0,0,0,0
578,1,857.3032854,0.114929501,2,0,0,0,0,1,1,0,0,1,0,0,0,0
479,6,1263.927737,0.474869009,2,0,0,0,1,0,0,1,0,0,0,1,0,0
553,2,234.077127,0.430004459,0,0,0,0,1,0,1,0,0,1,0,0,0,0
383,3,688.4166924,0.102164856,1,0,0,0,0,1,0,1,0,1,0,0,0,0
64,7,0.69835097,0.155991566,0,0,1,0,0,1,0,1,0,1,0,0,0,0
473,4,261.0135576,0.123438951,0,1,0,0,0,1,1,0,0,1,0,0,0,0
784,3,160.3563136,0.371463693,1,1,0,0,1,0,1,0,0,1,0,0,0,0
685,9,63.70762749,0.324152162,1,0,1,0,1,0,0,0,1,1,0,0,0,0
693,2,529.1564992,0.559325468,1,0,0,0,1,0,0,1,0,1,0,0,0,0
747,2,797.6005452,0.081879207,2,1,0,0,1,0,1,0,0,1,0,0,0,0
517,3,37.98894885,0.226865157,2,0,0,0,1,0,0,1,0,1,0,0,0,0
539,3,118.6990192,0.346653772,3,1,1,0,1,0,1,0,0,1,0,0,0,0
376,3,2154.031047,0.248449225,2,0,1,0,0,1,0,0,1,0,0,0,1,0
436,6,201.9681348,0.533065129,1,0,0,0,1,0,1,0,0,0,1,0,0,0
623,6,1141.652241,0.171879897,1,0,0,0,1,0,0,0,1,1,0,0,0,0
740,10,1101.820109,0.285703154,2,0,1,0,1,0,0,0,1,1,0,0,0,0
472,2,310.3939219,0.372837964,1,0,1,0,1,0,0,0,1,0,0,1,0,0
409,3,182.6423698,0.269320883,1,0,0,1,0,0,1,0,0,1,0,0,0,0
500,1,223.7187997,0.385414495,1,0,0,0,1,0,0,0,1,0,0,0,1,0
620,3,667.5823816,0.414221289,2,0,0,0,1,0,1,0,0,1,0,0,0,0
211,3,383.9255506,0.079208232,0,0,0,0,1,0,1,0,0,1,0,0,0,0
64,5,547.4535985,0.467640137,2,0,0,0,1,0,1,0,0,1,0,0,0,0
389,3,1335.403342,0.209404243,0,0,0,0,1,0,0,1,0,1,0,0,0,0
255,3,558.2004235,0.179168423,2,0,0,0,0,1,0,1,0,0,0,1,0,0
398,2,4276.14703,0.058064133,0,0,0,0,1,0,0,1,0,1,0,0,0,0
470,3,876.8934531,0.076712064,2,0,0,0,1,0,0,0,1,0,0,1,0,0
409,2,185.7955292,0.540767981,3,0,1,0,1,0,1,0,0,0,1,0,0,0
790,7,553.7481661,0.625547904,2,0,1,0,0,1,1,0,0,0,0,1,0,0
565,2,1343.106374,0.312325669,3,1,1,0,0,1,0,1,0,1,0,0,0,0
560,7,197.0289658,0.146380543,1,1,1,0,1,0,0,1,0,1,0,0,0,0
624,5,1045.756304,0.563084853,1,0,0,0,1,0,1,0,0,0,0,1,0,0
272,5,27.21699951,0.053669451,1,0,0,0,0,1,0,0,1,1,0,0,0,0
707,2,2286.640437,0.283344207,3,0,1,0,0,1,1,0,0,0,1,0,0,0
484,1,870.9970925,0.446098197,0,0,0,0,0,1,0,1,0,1,0,0,0,0
634,6,141.9343713,0.192333845,0,0,0,0,0,1,1,0,0,1,0,0,0,0
285,5,1659.051996,0.109701957,0,0,1,0,1,0,1,0,0,1,0,0,0,0
189,4,68.29005657,0.153950799,1,1,0,0,1,0,0,0,1,1,0,0,0,0
663,5,416.6051016,0.082291251,1,0,0,0,0,1,1,0,0,0,1,0,0,0
575,5,1068.326912,0.209714429,1,0,0,0,0,1,0,0,1,1,0,0,0,0
319,4,2216.8767,0.585123844,2,1,0,0,1,0,1,0,0,0,0,0,1,0
326,2,343.1633844,0.278676593,1,0,1,0,1,0,0,1,0,1,0,0,0,0
725,4,1419.974891,0.114434189,1,0,0,1,0,0,0,1,0,0,1,0,0,0
262,5,175.2736733,0.196981002,1,0,1,0,1,0,1,0,0,1,0,0,0,0
828,4,28.5932451,0.213171074,1,0,0,0,0,1,0,0,1,1,0,0,0,0
319,4,23.34614862,0.214667466,1,0,0,0,1,0,1,0,0,1,0,0,0,0
627,2,858.7545428,0.144846219,1,0,0,0,1,0,0,1,0,1,0,0,0,0
434,2,133.9847935,0.404767433,1,1,1,0,1,0,0,0,1,0,0,1,0,0
620,3,41.30778562,0.151231483,2,0,0,0,1,0,1,0,0,0,1,0,0,0
391,5,3009.074989,0.163618013,3,0,1,0,1,0,0,1,0,0,0,1,0,0
467,1,221.6704629,0.20634629,2,0,0,0,1,0,1,0,0,0,0,0,0,1
508,3,496.7423102,0.561409824,3,0,1,0,0,1,1,0,0,0,0,0,1,0
299,5,759.6322158,0.035122356,1,0,0,1,0,0,1,0,0,1,0,0,0,0
648,1,124.8142383,0.374830224,1,0,0,0,1,0,0,0,1,0,0,1,0,0
397,3,353.4985624,0.170991601,1,1,0,0,1,0,1,0,0,1,0,0,0,0
454,6,834.6332981,0.584383955,3,0,1,0,1,0,1,0,0,1,0,0,0,0
301,1,816.7916565,0.544622017,1,0,0,0,1,0,0,0,1,0,1,0,0,0
64,3,1476.41842,0.101852277,2,0,1,0,1,0,1,0,0,1,0,0,0,0
461,4,460.1810057,0.263144522,2,0,1,0,1,0,0,1,0,0,0,1,0,0
982,1,1764.567279,0.470138001,3,0,1,0,1,0,0,1,0,1,0,0,0,0
656,7,917.0481332,0.444219253,1,0,1,0,1,0,0,1,0,1,0,0,0,0
496,4,660.6212548,0.418574601,1,0,0,0,1,0,1,0,0,1,0,0,0,0
447,1,99.66803703,0.161484139,2,0,1,0,0,1,0,1,0,1,0,0,0,0
504,8,683.9757403,0.230019385,1,0,1,0,1,0,0,0,1,1,0,0,0,0
609,3,722.4469656,0.306989951,3,0,1,0,0,1,1,0,0,0,1,0,0,0
263,2,1137.717588,0.220521513,3,0,1,0,0,1,1,0,0,1,0,0,0,0
722,5,1015.916507,0.27382788,1,0,0,1,0,0,0,0,1,0,0,1,0,0
643,3,603.9843309,0.150401633,0,0,0,0,0,1,1,0,0,1,0,0,0,0
643,11,718.8179642,0.14547857,2,0,1,0,1,0,1,0,0,1,0,0,0,0
587,6,1183.931123,0.363821196,1,0,1,0,1,0,1,0,0,0,1,0,0,0
503,3,346.40093,0.363232831,3,0,1,0,1,0,1,0,0,1,0,0,0,0
634,3,115.9939042,0.439972126,2,0,0,0,0,1,1,0,0,1,0,0,0,0
618,6,1659.081788,0.236106018,1,0,0,0,0,1,1,0,0,1,0,0,0,0
429,2,2682.355037,0.266391553,2,0,0,0,0,1,1,0,0,0,0,1,0,0
385,3,448.7200641,0.090509816,3,0,1,0,1,0,0,0,1,1,0,0,0,0
520,7,3709.311286,0.393054024,3,0,1,0,0,1,0,1,0,0,0,0,1,0
809,4,311.7067718,0.217156593,1,1,0,0,1,0,1,0,0,0,0,1,0,0
252,7,55.1149532,0.378656344,1,0,1,0,1,0,1,0,0,1,0,0,0,0
206,5,679.7651585,0.662468297,0,1,1,0,0,1,0,0,1,1,0,0,0,0
532,2,1621.179881,0.213737768,1,0,1,0,1,0,0,0,1,0,1,0,0,0
510,3,768.7832743,0.44978053,1,1,1,1,0,0,0,0,1,0,0,0,1,0
534,5,7.57749205,0.165837087,2,0,0,0,1,0,0,0,1,0,1,0,0,0
548,7,9.522595824,0.143216315,1,1,1,0,0,1,0,1,0,1,0,0,0,0
455,5,1030.901781,0.285359009,2,0,0,0,1,0,1,0,0,1,0,0,0,0
797,9,1493.236392,0.198356689,1,0,1,0,0,1,0,0,1,1,0,0,0,0
179,2,233.3913897,0.314923356,2,1,0,0,0,1,0,1,0,1,0,0,0,0
334,5,508.1004639,0.116252175,1,0,0,0,0,1,0,1,0,1,0,0,0,0
479,5,2597.221708,0.145220515,3,0,1,0,1,0,0,1,0,0,1,0,0,0
171,6,493.7998582,0.398157485,3,0,1,0,0,1,0,1,0,0,1,0,0,0
464,1,116.7738965,0.190083395,1,0,0,0,1,0,0,1,0,1,0,0,0,0
832,5,1941.18649,0.233903829,1,0,1,0,1,0,1,0,0,0,1,0,0,0
504,3,546.8231384,0.519385744,2,0,0,0,1,0,1,0,0,0,0,1,0,0
546,3,337.6499992,0.415468588,1,0,1,0,0,1,1,0,0,1,0,0,0,0
247,3,82.00963659,0.239137473,2,0,0,0,1,0,0,1,0,1,0,0,0,0
376,6,490.3875305,0.210769694,1,0,0,0,0,1,0,0,1,0,0,0,1,0
424,3,1174.60339,0.160230885,1,1,0,0,0,1,1,0,0,1,0,0,0,0
436,3,1010.367987,0.206165217,2,0,1,0,1,0,0,0,1,0,0,0,0,1
756,5,549.0765312,0.284649724,0,0,1,0,0,1,1,0,0,0,0,0,0,1
611,2,1017.046058,0.274217888,0,0,0,0,1,0,0,0,1,0,1,0,0,0
277,2,345.5629651,0.374114904,0,0,1,0,0,1,1,0,0,1,0,0,0,0
549,2,1063.23044,0.230926664,2,0,0,0,1,0,0,1,0,1,0,0,0,0
599,3,71.70711561,0.456416424,3,1,1,0,1,0,1,0,0,1,0,0,0,0
728,3,177.7492409,0.462766937,3,0,1,0,1,0,1,0,0,1,0,0,0,0
816,7,1681.17516,0.403377148,1,0,1,0,1,0,1,0,0,0,1,0,0,0
296,4,278.1216548,0.040145684,2,0,0,0,1,0,0,1,0,0,0,1,0,0
337,3,184.478408,0.437468153,2,0,0,0,1,0,1,0,0,0,1,0,0,0
248,3,74.57217817,0.296926649,1,0,0,0,1,0,0,0,1,0,1,0,0,0
453,4,399.3218771,0.379950213,2,0,1,0,1,0,0,1,0,0,0,0,0,1
593,4,55.46469289,0.817690337,1,0,1,0,1,0,1,0,0,0,0,1,0,0
697,3,549.7010101,0.226527621,2,0,0,0,0,1,0,1,0,0,0,1,0,0
484,1,2012.669553,0.355782873,1,0,0,0,1,0,1,0,0,0,0,1,0,0
436,4,1237.675233,0.217446807,0,0,0,0,0,1,0,1,0,0,0,1,0,0
530,1,33.21926746,0.074950974,3,0,1,0,1,0,0,1,0,1,0,0,0,0
332,4,285.063619,0.170093448,1,0,1,0,1,0,1,0,0,0,0,1,0,0
917,6,166.2535677,0.047631694,0,0,0,0,1,0,0,1,0,0,0,1,0,0
178,1,55.42849303,0.17152892,2,0,0,0,1,0,1,0,0,1,0,0,0,0
536,4,92.00600598,0.291163976,3,1,1,0,1,0,1,0,0,1,0,0,0,0
904,1,1910.029761,0.255515264,0,0,0,0,1,0,0,1,0,1,0,0,0,0
501,5,296.9474322,0.521320958,3,0,1,0,0,1,1,0,0,0,1,0,0,0
461,3,398.3589458,0.085766054,0,0,0,0,0,1,1,0,0,1,0,0,0,0
